fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month
0,0.8,0.2843684553748809,-1,96,40,0.018410201610051,5.144183661043215,AA,2381,2046.248667316224,3681.35767291514,5332.503957820562,2,3,CA,88,0,BA,0,1,15,1,200.0,0,INTERNET,2.519352191676849,other,1,1,0,6
0,0.4,0.1867347414862701,-1,44,30,0.0029452961210152,-0.8125529537828059,AD,839,1122.4734195451213,3600.250440186985,4429.843207846722,0,7,CA,96,1,BA,0,1,20,0,200.0,0,INTERNET,4.050715863480048,linux,0,1,0,5
0,0.9,0.8735100223035995,9,0,30,0.0118816335666258,-1.4383737310963631,AD,1424,5700.833441336542,2839.7072333633296,6021.753731708522,1,9,CA,86,0,BA,0,0,25,0,500.0,0,INTERNET,4.337283266738149,macintosh,1,1,0,3
0,0.4,0.1569759208351753,-1,33,40,0.0425112099740073,-1.294856415613428,AB,1327,302.30338364308693,3652.138094525297,4313.373553102212,7,7,CA,106,0,BB,1,1,1,0,200.0,0,INTERNET,9.63888680129937,other,0,1,0,5
0,0.5,0.7395172644166268,-1,199,20,0.0170423897626324,-0.5185109791147176,AB,4328,2383.337842564158,3845.2859454303607,6007.524823093123,31,6,CE,59,1,BE,1,1,25,0,200.0,0,INTERNET,16.846966269962632,windows,0,1,0,0
0,0.5,0.3388567149062024,-1,32,30,0.0139634154909494,-1.0186954381658575,AD,1473,5821.307691299978,5019.477063417756,5053.081892966055,1,12,CF,85,1,BC,0,1,21,0,200.0,0,INTERNET,14.606329901901209,linux,1,1,0,5
0,0.8,0.4866041389814667,-1,25,30,0.0138427629409843,-0.3746066241844891,AB,2099,1637.7651087821305,3169.3304406569623,4393.006808813624,33,13,CB,240,0,BC,0,1,5,1,1000.0,0,INTERNET,2.579282200383161,linux,0,1,0,4
0,0.5,0.5355904025797993,-1,53,20,0.0374072808504202,5.788654091106974,AA,938,7784.482616042813,4420.703889010567,5114.805123487867,6,11,CB,110,1,BB,0,1,1,0,200.0,0,INTERNET,5.9699258143623855,other,1,1,0,3
0,0.9,0.6265524142379097,-1,21,40,0.0269262853252814,-0.9357042934431868,AB,408,2793.049446057551,3351.770544464008,3086.054688601697,15,3,CA,126,1,BA,1,0,10,1,990.0,0,INTERNET,1.5090104637589583,linux,1,1,0,7
0,0.5,0.4121073749109415,112,181,40,0.0372960308439283,16.945398260919713,AA,1167,5462.100478579685,3992.601818648725,5179.304297414448,7,3,CA,213,1,BC,1,1,1,0,500.0,0,INTERNET,14.846379692721456,windows,1,1,0,3
0,0.7000000000000001,0.1393348001675622,56,1,30,0.0002577783130315,-0.7729440194279611,AC,1107,2940.092918433417,2399.349470519772,4075.610116476673,0,10,CA,124,0,BC,0,1,-1,0,200.0,0,INTERNET,7.847279465281455,other,0,1,0,6
0,0.9,0.4661493148940491,9,14,20,0.0050250394891795,-0.5417850737330092,AB,2547,9469.261893687024,5138.286056525478,5445.8863483710165,27,21,CA,122,1,BC,0,1,28,1,200.0,0,INTERNET,21.272200231968363,linux,0,1,0,2
0,0.1,0.7423137275968079,29,4,20,0.0070831205522721,24.05603981644881,AA,1415,3267.197985513052,4259.093672803493,5482.58124299142,809,14,CA,208,0,BE,0,1,1,0,1500.0,0,INTERNET,12.573302240318377,macintosh,0,1,0,1
0,0.1,0.1378235072560092,-1,246,20,0.0019609663785733,-1.03675094940898,AB,1524,8997.873927848594,5325.361286307919,4233.188120261102,7,9,CA,61,1,BE,1,1,30,0,200.0,0,INTERNET,1.772349115954245,other,1,1,0,4
0,0.9,0.7382194475686884,-1,28,20,0.0115366989382085,-0.8979022790489645,AB,977,7653.213877429041,4787.9365665170535,5376.389101246429,5,7,CA,-69,1,BE,0,0,15,0,200.0,0,INTERNET,8.532059630099546,other,0,1,0,4
0,0.6000000000000001,0.2304472279058115,-1,47,40,0.0054081008295262,-0.7853638192240334,AC,791,2274.293578030127,3780.551526230583,4213.763362452416,1,6,CA,159,1,BC,1,0,-1,0,500.0,0,INTERNET,5.212221466938708,linux,1,1,0,5
0,0.9,0.7915851899824936,-1,181,50,0.016712328618225,-0.5367417047674223,AB,1364,5254.380434811062,3599.857937963636,5496.553012614185,15,15,CA,297,1,BE,0,1,1,0,1000.0,0,INTERNET,4.989173402388858,macintosh,1,1,0,1
0,0.7000000000000001,0.3676838267235882,-1,47,30,0.0312333759704558,-0.6690961517347946,AC,3520,6033.621797472712,4309.113477856067,5048.081228405976,2,11,CF,78,0,BB,0,1,20,0,200.0,0,INTERNET,5.907261150017503,other,0,1,0,3
0,0.7000000000000001,0.4144020263732292,-1,32,20,0.0033473167174292,34.65794391527214,AA,855,5006.994906742613,3669.993425832494,5980.8454731014535,1916,8,CA,130,0,BC,1,1,25,0,200.0,0,INTERNET,4.136522590301216,other,0,1,0,6
0,0.1,0.7871098955162115,-1,34,20,0.0191858814075313,-1.0913753625261722,AB,628,6408.028948324065,3387.2967671164915,4852.070560215664,188,10,CA,147,1,BB,0,1,20,0,200.0,0,INTERNET,10.858991427629542,linux,1,1,0,6
0,0.2,0.9226179550544616,55,9,20,0.0181930666391091,-0.8491837194378933,AC,1462,4886.069025710216,3862.656305137979,4484.430927408665,0,9,CA,196,0,BC,0,1,-1,0,1000.0,0,INTERNET,59.3823134634694,other,1,1,0,4
0,0.8,0.2328866188766657,-1,25,20,0.0008846876407935,-1.009796678417182,AD,2325,3544.6664336148824,2963.4781650133623,3949.5835667965057,9,15,CA,206,0,BE,1,1,15,0,200.0,0,INTERNET,12.018416454049802,windows,1,1,0,6
0,0.5,0.2130979022674794,11,24,30,0.0008934164859021,-1.1401898471377887,AB,1379,2586.0182075440584,5597.876089290656,4252.95958350084,11,9,CA,129,0,BE,1,1,4,0,200.0,0,INTERNET,4.739444406378018,linux,0,1,0,3
0,0.9,0.7545393935965635,-1,212,40,0.0448827121833141,-1.068366759397415,AC,1160,2299.0681275283787,4778.345781437391,4337.680910438212,1,7,CA,161,0,BB,1,1,-1,0,200.0,0,INTERNET,4.6089907061384485,other,0,1,0,5
0,0.6000000000000001,0.6831945239648449,51,59,60,0.0202936319956633,-0.998550782177086,AC,1722,9607.227338275465,5452.120932180032,5623.117115614408,1,10,CB,104,1,BB,1,1,-1,0,200.0,0,INTERNET,11.499490272877797,linux,1,1,0,2
0,0.9,0.4936437233944124,48,6,30,0.0031352260920045,-0.8270056015694067,AB,2397,744.167632155848,6515.802259405623,6666.017693163729,46,17,CA,185,1,BC,1,1,20,0,1500.0,0,INTERNET,12.723130944013612,linux,1,1,0,0
0,0.8,0.2444475753212057,33,7,20,0.0029651761382521,-0.5918858498472653,AC,440,4548.1363534312295,3721.340772130109,4879.513758088012,8,11,CA,94,1,BB,0,1,-1,0,200.0,0,TELEAPP,6.253151478918044,other,0,1,0,3
0,0.1,0.8330778904223421,-1,203,30,0.0037266578679062,-1.0251516025301008,AC,1183,8698.553511006508,6476.096477892032,5983.513018885771,0,14,CA,27,1,BC,0,1,-1,0,200.0,0,INTERNET,41.45436714663815,other,0,1,0,3
0,0.4,0.064599291905204,-1,56,20,0.0060509536001086,-0.9749243281229236,AC,550,3522.7998904556152,8300.887289417175,5923.315342216191,0,9,CA,142,1,BC,0,1,-1,0,200.0,0,INTERNET,34.446731438814986,linux,0,1,0,1
0,0.3,0.6486273447459244,-1,81,40,0.0196446191359427,22.031951396076213,AA,1093,792.9822410627901,5128.687308671977,5324.983495136753,2,3,CA,24,0,BE,1,1,10,0,200.0,1,INTERNET,0.8540600132364575,other,1,1,0,2
0,0.7000000000000001,0.8311156992629786,-1,51,40,0.0076755153274836,-1.3354148954117548,AB,2865,6602.048765695336,4794.056589859696,5371.851249089998,1879,9,CA,-36,1,BB,1,1,26,0,200.0,0,INTERNET,5.466002022315139,other,1,1,0,2
0,0.8,0.7847071187242666,-1,129,60,0.0186321891066555,33.8297701440074,AA,1212,4019.5217762471575,6206.879550481504,5182.143049142444,818,6,CB,234,0,BB,1,1,1,0,200.0,0,INTERNET,7.103345271525111,other,1,1,0,2
0,0.7000000000000001,0.8692138030156132,-1,43,20,0.0061557848138464,-1.17320357910701,AB,2054,10596.354831887202,5458.528462630329,5358.082390491425,9,12,CA,21,0,BE,0,1,21,0,200.0,0,INTERNET,3.23526469690723,other,0,1,0,1
0,0.1,0.0758873489848661,25,91,30,0.9031782046025318,-0.9060352678933888,AD,902,8419.019976194431,5812.507172017354,6300.224405590828,29,8,CA,44,1,BC,1,0,6,0,200.0,0,INTERNET,47.53532711834307,other,1,1,0,0
0,0.9,0.0679513554870964,81,1,30,0.0113008031698289,11.0082592540627,AA,2082,6085.132772976642,4791.4918874902205,5230.519121435826,5,12,CF,148,1,BC,0,1,11,0,200.0,0,INTERNET,1.72867022923299,windows,1,1,0,4
0,0.9,0.9248852796751272,-1,46,40,0.0063241567614879,-0.5055024732463731,AC,1736,2414.172910579531,3485.73785946528,3728.342185017924,2,8,CA,262,0,BB,1,1,-1,0,1000.0,0,INTERNET,19.430330790461436,other,1,1,0,6
0,0.1,0.4797077525773142,21,10,30,0.0005223092668081,-1.3633216744839531,AD,361,7876.6380223807455,3748.8085712928855,5494.366898477588,4,13,CA,26,1,BC,0,1,32,0,200.0,0,INTERNET,4.806686934722876,linux,1,1,0,1
0,0.6000000000000001,0.6281125766286242,22,32,40,8.757246587146483,15.37663255412354,AA,547,9193.398379742406,4596.2377018266025,5356.123005228852,997,8,CA,147,1,BB,0,1,1,1,200.0,0,INTERNET,7.099380950878887,linux,1,1,0,1
0,0.9,0.8802115916124341,-1,58,40,0.0251150993272791,45.60691731639193,AA,4272,3064.326115942605,5398.66181697204,4393.790725746051,32,11,CA,130,0,BA,0,1,28,0,200.0,0,INTERNET,3.933500514426618,other,1,1,0,4
0,0.8,0.4159880878362728,-1,370,40,0.0141660615571272,-0.3887268739142936,AC,763,9674.255591577594,7531.015793342227,5578.137036268216,1,6,CB,50,0,BA,1,0,-1,0,200.0,1,INTERNET,2.4764728501966884,other,1,1,0,1
0,0.8,0.2306772626209194,-1,167,40,0.0016819248654676,44.03838129145157,AA,1970,14303.431205946015,5039.1940332364975,5204.259299957117,1201,7,CA,243,1,BC,1,1,31,1,1500.0,0,INTERNET,25.84958072355872,other,0,1,0,2
0,0.2,0.1062315182442929,-1,126,30,0.023093264247082,-1.3156126806788548,AB,4252,5411.639926182246,3790.663794391985,5416.576055802087,19,15,CA,34,1,BB,0,1,1,1,200.0,0,INTERNET,4.269089760007296,linux,1,1,0,1
0,0.9,0.1097351104604262,-1,63,30,0.0031011777049718,-1.358366543071438,AB,1920,3201.9383221227667,4736.980871123462,4827.037350955787,20,5,CA,108,1,BA,1,0,5,0,200.0,0,INTERNET,2.2007141646022204,other,0,1,0,4
0,0.5,0.2529564045014482,35,28,20,0.0244185556156549,-0.7021602667416854,AB,439,2262.4129591341807,2089.038435879076,3106.350050709681,12,5,CE,90,0,BB,0,1,1,0,200.0,0,INTERNET,5.1754046668596505,other,1,1,0,7
0,0.9,0.1082193864338491,-1,110,40,0.0025561072391798,-0.1810478133411399,AB,1806,5296.343073566643,3631.355372661211,4381.522680264065,2,6,CB,79,1,BA,1,0,15,0,200.0,0,INTERNET,3.5509578678193865,other,1,1,0,4
0,0.3,0.0980289657572969,-1,59,40,0.0063134731392978,-0.9242151734669496,AB,1715,3778.408382327004,5570.596262542333,4952.345500178994,1867,9,CC,108,1,BB,1,0,30,0,200.0,0,INTERNET,4.008536829757824,linux,0,1,0,3
0,0.5,0.6383737990101311,-1,32,30,0.01010776042836,-0.8376840600384069,AA,1607,7020.5059890330285,2907.9960990401696,3180.794539174676,1,7,CA,144,0,BB,1,1,-1,0,200.0,0,INTERNET,16.013116697639276,other,1,1,0,7
0,0.5,0.4992139673150579,-1,152,30,0.0338469120189116,-0.7174734828100476,AD,3397,12224.967559395103,7336.930328862146,5959.136635905506,7,14,CA,197,1,BE,0,1,1,0,1500.0,0,INTERNET,1.7452309232962182,other,1,1,0,0
0,0.9,0.2935100121758661,-1,88,20,0.0137985355765177,-0.8148029441489847,AC,1252,6161.018695018845,4751.474450951062,5367.264917249897,2,8,CA,25,0,BC,0,1,-1,1,200.0,0,INTERNET,1.8760779072152245,linux,0,1,0,5
0,0.7000000000000001,0.1317805105113254,-1,146,50,0.0342185494479518,-1.3874816633771407,AB,3454,4967.0848845795645,2987.8047815957725,5861.198185461623,5,5,CA,207,1,BA,0,1,28,0,1500.0,0,INTERNET,5.961705088495703,linux,0,1,0,6
0,0.8,0.7679518163603467,30,-1,20,0.0238708437503846,49.963060340628175,AA,1109,5797.738806552476,4373.7006632319735,6379.080112154818,1,17,CA,108,0,BC,0,1,2,0,1500.0,0,INTERNET,17.88028391133444,linux,1,1,0,0
0,0.9,0.9990771678210724,58,11,30,0.9659402127335412,-1.3860406816049304,AB,4374,4677.166239439644,3930.40623893028,4827.253055432213,0,10,CA,139,1,BC,0,1,21,0,500.0,0,INTERNET,1.2557840954443311,other,1,1,0,3
0,0.3,0.6499525279364189,-1,34,20,0.0147874723076748,49.66919286297029,AA,467,2190.0371661712597,2903.098530210871,4013.221094924409,2090,12,CA,67,1,BE,0,1,1,0,200.0,0,INTERNET,3.2815100092343235,other,1,1,0,6
0,0.9,0.2237801659107497,-1,131,40,0.0367021262169158,-0.9581157522373572,AC,1060,5655.551309205852,3365.395108406461,4200.374474856859,0,2,CB,182,1,BA,0,1,-1,1,500.0,0,INTERNET,5.349467827932811,linux,0,1,0,6
0,0.5,0.1969370509235517,-1,131,60,0.0343491651364341,-1.2985869792269256,AC,927,3215.080237959812,4722.9817963225205,5567.129997620489,0,1,CC,186,0,BB,1,1,-1,1,1000.0,0,INTERNET,2.1204513901776005,other,0,1,0,2
0,0.4,0.7726902295513055,13,46,50,0.0204070042262092,-1.0521942357438527,AB,894,950.128229314885,3704.956404563517,4447.4946422254525,16,9,CA,237,1,BB,0,1,1,1,1500.0,0,INTERNET,2.594060832683526,windows,1,1,0,5
0,0.8,0.3965905276728911,-1,58,30,0.0200901338912146,-1.0341570970519445,AC,1885,5179.5243836544505,3797.5927526581895,4947.78914499269,0,11,CA,215,1,BC,0,1,-1,0,200.0,0,INTERNET,8.817397083358696,macintosh,1,1,0,7
0,0.1,0.6048428398745003,-1,40,20,0.0117755501638163,-0.7955603330086348,AB,2296,8025.446414963674,4760.213713492696,5956.151412884353,3,15,CA,32,0,BE,1,1,30,0,200.0,0,INTERNET,2.536372011383339,linux,1,1,0,0
0,0.5,0.0957477490841334,-1,74,40,1.008256731273201,12.48177301544476,AA,938,5217.837316605265,4933.418068540319,4286.22554812519,1312,9,CA,126,1,BC,0,1,28,0,200.0,0,INTERNET,9.432693806335896,linux,1,1,0,0
0,0.4,0.4290874018568896,88,6,30,0.0197121225550831,-1.747955130017511,AB,1262,4303.59644467866,7780.265941637232,5605.636561591305,1697,11,CA,70,1,BB,0,1,28,0,200.0,0,INTERNET,17.135412254140135,linux,1,1,0,1
0,0.6000000000000001,0.2098738414262073,-1,261,40,0.0098040508208248,-0.9769723563008194,AC,1929,4406.9281059613895,3463.267921717725,4327.280228171895,0,8,CA,136,0,BA,0,1,-1,0,200.0,0,TELEAPP,2.525346923691868,other,0,1,0,5
0,0.8,0.9996478464433768,29,4,30,0.0185729027134467,-1.3936505822323038,AB,3335,4654.881454459765,3059.061647648144,4368.153378911385,8,14,CA,119,0,BC,0,1,1,0,200.0,0,INTERNET,5.386317814510214,other,1,1,0,6
0,0.4,0.3020342472984042,20,7,30,17.712635726767925,-1.5963366120527738,AC,2514,4885.893423043738,6293.344220073406,5510.341182864551,0,19,CD,60,0,BB,0,1,-1,0,200.0,0,INTERNET,12.320424222854884,windows,1,1,0,2
0,0.2,0.1148474159280363,-1,97,30,0.0092006589820975,-3.633113376083192,AA,1135,5166.355353842147,5612.631956979196,4755.881676345232,4,4,CA,148,0,BB,1,1,1,1,200.0,0,INTERNET,5.218534538649145,linux,1,1,0,4
0,0.1,0.6179187227297199,-1,187,10,0.0541350652882607,-0.4113740493467785,AD,520,1342.33786259422,3636.135949584515,3194.431324867009,4,7,CA,182,0,BE,0,1,1,0,1000.0,0,INTERNET,4.633487504200249,windows,1,1,0,7
0,0.7000000000000001,0.1888612169121108,-1,88,30,0.0070613313306838,-1.294323718087035,AB,2784,7637.927961552209,4491.032085275533,5321.409519770401,2,17,CB,61,1,BD,1,0,6,0,200.0,0,INTERNET,2.121378027317661,linux,0,1,0,1
0,0.4,0.1355514602701245,-1,81,30,0.0145558682576825,10.047704446922625,AA,1390,4523.928681585614,3593.302771060589,4234.329383153793,3,4,CA,128,1,BC,1,1,28,1,200.0,0,INTERNET,2.220788490391063,linux,1,1,0,6
0,0.1,0.5100274469954957,-1,91,30,0.0083407413781465,-1.5032478537899308,AB,1318,3461.9887549061223,2332.267748052883,3120.426383467974,7,6,CA,101,0,BA,1,1,1,0,200.0,0,INTERNET,3.4652098894087984,other,0,1,0,7
0,0.9,0.1065835045313567,-1,51,50,0.0021300479774623,-1.0755637006562029,AB,1112,2199.6419423777247,4099.935423104671,3101.5733636341083,14,1,CD,198,0,BB,1,1,20,0,500.0,0,INTERNET,1.7010572751403314,windows,1,1,0,7
0,0.4,0.9998744639175294,97,11,30,0.0059445369302598,-1.8980591535927964,AB,474,8405.264874005088,5386.357147158655,4819.851599767825,8,15,CA,258,1,BB,0,0,1,0,1500.0,0,INTERNET,2.2278129279269674,windows,0,1,0,3
0,0.9,0.4910489430520818,-1,116,40,0.0076497510623755,-0.5704625250175324,AD,1170,1051.434237690699,4724.660633057331,4237.252356335147,14,6,CB,250,0,BA,1,1,1,0,1500.0,0,INTERNET,10.03877582264557,macintosh,0,1,0,5
0,0.3,0.2537528967324846,-1,63,20,0.752506384185379,-0.5147920027033885,AC,1488,10347.003896976508,7743.471829330657,5578.5771724390015,1,16,CA,173,0,BE,0,1,-1,0,1500.0,0,INTERNET,9.520859551374304,other,1,1,0,2
0,0.7000000000000001,0.4068835346712571,28,5,40,0.0019224490447771,-0.9556448121919142,AC,1121,2131.5306702101334,4628.861867836944,5075.043133125267,1,18,CA,82,0,BB,0,1,-1,0,200.0,0,INTERNET,5.1081805549444415,linux,1,1,0,3
0,0.6000000000000001,0.1391160263462046,-1,77,30,23.917929427425875,50.094322648097325,AA,2826,2738.1549265467943,2812.1137309241526,4343.2901927732855,2,11,CD,76,1,BB,0,1,28,0,200.0,0,INTERNET,8.26883542481394,other,0,2,0,5
0,0.1,0.7090654890980758,-1,25,50,0.0372747153362174,-0.5449513159472705,AB,1222,978.2759604273626,2991.539066328733,3457.001913264693,212,10,CA,258,0,BC,0,1,15,0,1500.0,0,INTERNET,7.629961739493622,other,1,1,0,5
0,0.8,0.0437527885255881,78,0,30,0.0078156020599716,-1.6240237945933496,AB,2501,1489.9620224624932,3450.873195058139,5439.945360250314,41,2,CA,47,1,BF,1,0,11,0,200.0,0,INTERNET,2.110709088605412,other,1,1,0,1
0,0.8,0.2985371887246511,27,12,30,0.0132791598344146,95.6147754964548,AA,258,1555.6651102128546,2981.52178240216,4273.316274502457,613,16,CA,158,0,BB,0,1,22,0,200.0,0,INTERNET,2.622864500870331,other,0,1,0,6
0,0.8,0.9023906560971396,-1,70,30,0.0066949316432462,-0.3016801804171073,AB,995,3785.798969177284,3956.151305218348,5060.07061008365,3,10,CA,119,0,BB,1,1,1,0,500.0,0,INTERNET,4.337777932038518,windows,1,1,0,3
0,0.1,0.0827465199603789,-1,37,40,0.0532792728752932,-2.0244996898022496,AB,882,3269.8384867105656,6177.0777952371445,3123.581607581762,14,5,CA,77,1,BB,1,1,20,0,200.0,0,INTERNET,14.954228061833565,windows,1,1,0,1
0,0.8,0.9134655449226604,-1,101,30,0.0063137926435144,-0.3921180468074038,AB,5157,9453.645650607614,5060.394632730708,5530.548284673838,14,22,CB,-8,1,BA,0,1,2,0,200.0,0,INTERNET,5.903273072177032,windows,1,1,0,1
0,0.9,0.836335602666806,-1,63,40,0.0302650142659317,-0.586159306613776,AB,3330,7023.094786047818,4850.872664847852,4928.360073391391,816,8,CA,151,0,BC,0,1,1,0,1000.0,0,INTERNET,7.918878833084185,linux,0,1,0,3
0,0.7000000000000001,0.7224791717030536,-1,230,20,0.0161441160977837,-0.9753572625281302,AB,1764,3737.687798466149,3211.0683880006386,4549.208902913604,8,14,CF,153,0,BA,1,0,1,1,510.0,0,INTERNET,1.055382874973124,other,0,1,0,3
0,0.9,0.8971413509448115,12,12,40,0.0079542037883764,24.6380764668192,AA,595,10564.852891971124,6840.644281050475,6403.116865997041,9,8,CA,118,0,BA,1,1,28,1,500.0,0,INTERNET,5.416984116504402,macintosh,0,1,0,0
0,0.6000000000000001,0.100463543230989,60,15,30,0.0146302963066413,-1.3312744093076094,AB,890,1032.6855741146662,3335.3369856733643,5150.267461287261,12,20,CA,73,1,BB,0,1,3,0,200.0,0,INTERNET,4.51180122154149,windows,1,1,0,3
0,0.1,0.4166949839041467,-1,300,20,0.0164510946038727,-0.689114489079905,AC,1416,6973.704622671023,4061.864072702583,6009.753980160497,1,6,CA,44,1,BE,0,1,19,0,1500.0,0,INTERNET,2.6898117178784595,linux,1,1,0,0
0,0.6000000000000001,0.8624518521605602,-1,112,30,0.0363709791986093,-0.5924484903177536,AB,1012,5326.498158269982,5008.413033900821,5067.416078431363,1951,19,CA,260,1,BC,0,1,1,0,1500.0,0,INTERNET,3.193239463393112,windows,0,1,0,5
0,0.5,0.5679754608121265,-1,36,30,0.0320247303619332,14.711551865052131,AA,1041,12643.06057209262,8063.754872591529,6389.362625940257,680,14,CB,92,0,BC,0,1,1,0,1500.0,0,INTERNET,19.16087790333616,other,1,1,0,0
0,0.2,0.5288968522486283,-1,145,50,0.0100868636643154,102.26912041432732,AA,1178,2930.5876879500224,1883.649430457008,5348.099426056596,18,4,CB,142,0,BA,1,0,2,0,200.0,0,INTERNET,2.329152923273902,windows,1,1,0,7
0,0.1,0.8512577091964248,-1,63,40,0.029022147495251,-1.434059078361554,AB,829,6947.369257006422,6267.99118522029,3103.0569091829134,1,9,CF,105,1,BB,1,1,25,0,200.0,0,INTERNET,5.423131704885505,linux,1,1,0,5
0,0.1,0.3386949174717851,27,10,30,0.0105369492431884,-1.2715089876769623,AC,1540,6675.890194880479,5447.552932260179,4749.176509113507,0,19,CA,98,1,BC,1,1,-1,0,200.0,0,INTERNET,1.0716549639388286,other,1,1,0,3
0,0.1,0.877848614436585,-1,75,20,0.0023560967015509,-1.0715884834665483,AB,823,3723.6054751484944,3134.494263977604,3118.369705378677,9,14,CA,131,1,BE,0,1,11,0,200.0,0,INTERNET,5.058071107348413,linux,0,1,0,7
0,0.1,0.9941737984768144,86,127,40,0.0149696193354525,-1.4115559249041871,AB,3702,8088.961903695103,6092.13803713145,6681.177911836121,32,4,CD,121,1,BA,0,1,28,0,200.0,0,INTERNET,5.813429440956285,linux,1,1,0,0
0,0.6000000000000001,0.985767439155064,-1,191,60,0.004702699830419,-0.6501560517381038,AD,699,4264.91214667201,3573.4611719434656,4430.896069836709,9,1,CB,163,0,BA,0,1,10,0,200.0,0,INTERNET,1.0841144326378471,windows,0,1,0,4
0,0.9,0.080091965353219,61,14,30,0.023714817869624,-0.1771899249780868,AB,394,3144.6979527524195,2655.0212513724427,3804.192197046794,9,11,CA,140,0,BA,1,1,28,1,200.0,0,INTERNET,1.700810126654443,macintosh,0,1,0,6
0,0.7000000000000001,0.9914513120502396,-1,150,20,0.0165972614156086,-1.1610218660587863,AD,831,7071.9077742201625,5455.610250217033,5073.444681955619,1822,8,CA,161,0,BB,0,0,26,0,200.0,0,INTERNET,4.18492405217053,windows,1,1,0,4
0,0.7000000000000001,0.6709020268199695,26,8,20,0.0042955304350726,-1.2046515707723533,AD,3698,10503.839970642057,6510.6817743756665,6668.351692111291,6,17,CA,43,1,BC,0,1,1,0,200.0,0,INTERNET,8.51214275284263,other,0,1,0,0
0,0.9,0.6516141849964053,-1,178,50,0.0357474165259772,28.47578985713753,AA,1144,6392.553445212389,9008.46915211088,5534.847417733877,437,3,CA,110,0,BA,1,1,28,0,200.0,0,INTERNET,4.62766330832378,windows,0,1,0,2
0,0.6000000000000001,0.9403146921641709,-1,26,30,0.0131414449048554,-1.2591332954512342,AB,1766,5484.100092136969,3223.383923996707,4212.945446236802,16,6,CA,122,1,BC,0,1,30,0,200.0,0,INTERNET,5.889627602792968,linux,1,1,0,4
